transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,georeference
2021-06-14T16:00:00.000,subway,126,Jefferson St (L),Brooklyn,metrocard,Metrocard - Seniors & Disability,7.0,0.0,40.706608,-73.92291,POINT (-73.92291 40.706608)
2021-06-14T12:00:00.000,staten_island_railway,501,St George (SIR),Staten Island,metrocard,Metrocard - Seniors & Disability,12.0,2.0,40.64375,-74.07365,POINT (-74.07365 40.64375)
2021-06-14T20:00:00.000,subway,241,"15 St-Prospect Park (F,G)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,11.0,0.0,40.660366,-73.97949,POINT (-73.97949 40.660366)
2021-06-14T09:00:00.000,subway,627,"Franklin Av (C,S)",Brooklyn,metrocard,Metrocard - Fair Fare,6.0,0.0,40.68138,-73.95685,POINT (-73.95685 40.68138)
2021-06-14T13:00:00.000,subway,149,163 St-Amsterdam Av (C),Manhattan,metrocard,Metrocard - Seniors & Disability,4.0,0.0,40.836014,-73.939896,POINT (-73.939896 40.836014)
2021-06-14T12:00:00.000,subway,143,Inwood-207 St (A),Manhattan,omny,OMNY - Full Fare,26.0,1.0,40.868073,-73.9199,POINT (-73.9199 40.868073)
2021-06-14T16:00:00.000,subway,397,"86 St (4,5,6)",Manhattan,metrocard,Metrocard - Full Fare,1078.0,64.0,40.77949,-73.95559,POINT (-73.95559 40.77949)
2021-06-14T13:00:00.000,subway,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,metrocard,Metrocard - Seniors & Disability,94.0,3.0,40.71953,-73.99989,POINT (-73.99989 40.71953)
2021-06-14T06:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Other,7.0,0.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2021-06-14T22:00:00.000,subway,243,"Church Av (F,G)",Brooklyn,metrocard,Metrocard - Other,14.0,0.0,40.64404,-73.979675,POINT (-73.979675 40.64404)
2021-06-14T20:00:00.000,subway,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,metrocard,Metrocard - Other,90.0,1.0,40.735737,-73.98995,POINT (-73.98995 40.735737)
2021-06-14T19:00:00.000,subway,614,"59 St-Columbus Circle (A,B,C,D,1)",Manhattan,metrocard,Metrocard - Full Fare,590.0,25.0,40.768295,-73.981735,POINT (-73.981735 40.768295)
2021-06-14T21:00:00.000,subway,129,Halsey St (L),Queens,metrocard,Metrocard - Fair Fare,2.0,0.0,40.695602,-73.90408,POINT (-73.90408 40.695602)
2021-06-14T10:00:00.000,subway,127,DeKalb Av (L),Brooklyn,metrocard,Metrocard - Seniors & Disability,6.0,1.0,40.70381,-73.91843,POINT (-73.91843 40.70381)
2021-06-14T09:00:00.000,subway,416,Wakefield-241 St (2),Bronx,metrocard,Metrocard - Other,5.0,0.0,40.903126,-73.85062,POINT (-73.85062 40.903126)
2021-06-14T10:00:00.000,subway,477,72 St (Q),Manhattan,metrocard,Metrocard - Other,25.0,0.0,40.7688,-73.95843,POINT (-73.95843 40.7688)
2021-06-14T20:00:00.000,subway,4,"Broadway (N,W)",Queens,metrocard,Metrocard - Unlimited 30-Day,20.0,0.0,40.76182,-73.92551,POINT (-73.92551 40.76182)
2021-06-14T20:00:00.000,subway,127,DeKalb Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,24.0,0.0,40.70381,-73.91843,POINT (-73.91843 40.70381)
2021-06-14T00:00:00.000,subway,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",Manhattan,omny,OMNY - Full Fare,13.0,0.0,40.71324,-74.0034,POINT (-74.0034 40.71324)
2021-06-14T19:00:00.000,subway,413,"Wall St (4,5)",Manhattan,metrocard,Metrocard - Full Fare,112.0,0.0,40.707558,-74.01186,POINT (-74.01186 40.707558)
2021-06-14T04:00:00.000,subway,601,"14 St (F,M,1,2,3)/6 Av (L)",Manhattan,metrocard,Metrocard - Full Fare,4.0,0.0,40.738228,-73.99621,POINT (-73.99621 40.738228)
2021-06-14T16:00:00.000,subway,235,York St (F),Brooklyn,metrocard,Metrocard - Fair Fare,11.0,0.0,40.701397,-73.98675,POINT (-73.98675 40.701397)
2021-06-14T13:00:00.000,subway,360,Pelham Bay Park (6),Bronx,metrocard,Metrocard - Unlimited 30-Day,12.0,0.0,40.852463,-73.82812,POINT (-73.82812 40.852463)
2021-06-14T10:00:00.000,subway,360,Pelham Bay Park (6),Bronx,omny,OMNY - Full Fare,10.0,1.0,40.852463,-73.82812,POINT (-73.82812 40.852463)
2021-06-14T15:00:00.000,subway,26,"DeKalb Av (B,Q,R)",Brooklyn,metrocard,Metrocard - Full Fare,233.0,11.0,40.690636,-73.98183,POINT (-73.98183 40.690636)
2021-06-14T01:00:00.000,subway,144,Dyckman St (A),Manhattan,omny,OMNY - Full Fare,1.0,0.0,40.86549,-73.92727,POINT (-73.92727 40.86549)
2021-06-14T02:00:00.000,subway,618,"14 St (A,C,E)/8 Av (L)",Manhattan,metrocard,Metrocard - Other,6.0,0.0,40.740894,-74.00169,POINT (-74.00169 40.740894)
2021-06-14T03:00:00.000,subway,393,116 St (6),Manhattan,metrocard,Metrocard - Other,2.0,0.0,40.79863,-73.94162,POINT (-73.94162 40.79863)
2021-06-14T07:00:00.000,subway,154,"116 St (C,B)",Manhattan,omny,OMNY - Full Fare,38.0,2.0,40.805084,-73.95488,POINT (-73.95488 40.805084)
2021-07-07T14:00:00.000,subway,59,9 Av (D),Brooklyn,omny,OMNY - Full Fare,37.0,7.0,40.646294,-73.99432,POINT (-73.99432 40.646294)
2021-06-14T22:00:00.000,subway,36,Bay Ridge Av (R),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0,40.634968,-74.02338,POINT (-74.02338 40.634968)
2021-06-14T17:00:00.000,subway,421,"Gun Hill Rd (2,5)",Bronx,omny,OMNY - Full Fare,24.0,3.0,40.87785,-73.86626,POINT (-73.86626 40.87785)
2021-06-14T08:00:00.000,subway,153,"125 St (A,C,B,D)",Manhattan,omny,OMNY - Full Fare,156.0,7.0,40.811108,-73.95235,POINT (-73.95235 40.811108)
2021-06-14T00:00:00.000,subway,404,28 St (6),Manhattan,metrocard,Metrocard - Unlimited 7-Day,34.0,0.0,40.74307,-73.98426,POINT (-73.98426 40.74307)
2021-06-14T16:00:00.000,subway,618,"14 St (A,C,E)/8 Av (L)",Manhattan,metrocard,Metrocard - Seniors & Disability,44.0,3.0,40.740894,-74.00169,POINT (-74.00169 40.740894)
2021-06-14T13:00:00.000,subway,613,"Lexington Av (N,R,W)/59 St (4,5,6)",Manhattan,metrocard,Metrocard - Full Fare,411.0,64.0,40.76266,-73.967255,POINT (-73.967255 40.76266)
2021-06-14T11:00:00.000,subway,258,"Briarwood (E,F)",Queens,metrocard,Metrocard - Full Fare,38.0,4.0,40.70918,-73.82057,POINT (-73.82057 40.70918)
2021-06-14T12:00:00.000,subway,122,Graham Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,27.0,0.0,40.714565,-73.94405,POINT (-73.94405 40.714565)
2021-06-14T07:00:00.000,subway,258,"Briarwood (E,F)",Queens,metrocard,Metrocard - Other,33.0,0.0,40.70918,-73.82057,POINT (-73.82057 40.70918)
2021-06-14T08:00:00.000,subway,155,"Cathedral Pkwy (110 St) (C,B)",Manhattan,metrocard,Metrocard - Other,32.0,0.0,40.800602,-73.95816,POINT (-73.95816 40.800602)
2021-06-14T11:00:00.000,subway,604,"161 St-Yankee Stadium (B,D,4)",Bronx,metrocard,Metrocard - Seniors & Disability,31.0,5.0,40.827995,-73.92565,POINT (-73.92565 40.827995)
2021-06-14T18:00:00.000,subway,237,"Carroll St (F,G)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,65.0,0.0,40.6803,-73.99505,POINT (-73.99505 40.6803)
2021-06-14T07:00:00.000,subway,41,"7 Av (B,Q)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,32.0,0.0,40.67705,-73.97237,POINT (-73.97237 40.67705)
2021-06-14T13:00:00.000,subway,240,"7 Av (F,G)",Brooklyn,metrocard,Metrocard - Students,10.0,0.0,40.66627,-73.98031,POINT (-73.98031 40.66627)
2021-06-14T11:00:00.000,subway,620,"Court St (R)/Borough Hall (2,3,4,5)",Brooklyn,metrocard,Metrocard - Fair Fare,20.0,0.0,40.6941,-73.99,POINT (-73.99 40.6941)
2021-06-14T18:00:00.000,subway,237,"Carroll St (F,G)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,60.0,0.0,40.6803,-73.99505,POINT (-73.99505 40.6803)
2021-06-14T09:00:00.000,subway,615,New Utrecht Av (N)/62 St (D),Brooklyn,metrocard,Metrocard - Seniors & Disability,6.0,0.0,40.624844,-73.99635,POINT (-73.99635 40.624844)
2021-06-14T23:00:00.000,subway,395,103 St (6),Manhattan,metrocard,Metrocard - Other,4.0,0.0,40.7906,-73.94748,POINT (-73.94748 40.7906)
2021-06-14T09:00:00.000,subway,62,55 St (D),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,4.0,0.0,40.631435,-73.995476,POINT (-73.995476 40.631435)
2021-06-14T22:00:00.000,subway,621,"Broadway Junction (A,C,J,L,Z)",Brooklyn,metrocard,Metrocard - Other,25.0,0.0,40.678333,-73.90532,POINT (-73.90532 40.678333)
2021-06-14T21:00:00.000,subway,149,163 St-Amsterdam Av (C),Manhattan,metrocard,Metrocard - Full Fare,12.0,0.0,40.836014,-73.939896,POINT (-73.939896 40.836014)
2021-06-14T10:00:00.000,subway,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,omny,OMNY - Full Fare,108.0,9.0,40.71411,-74.00858,POINT (-74.00858 40.71411)
2021-06-14T12:00:00.000,subway,366,Parkchester (6),Bronx,metrocard,Metrocard - Other,28.0,0.0,40.833225,-73.86082,POINT (-73.86082 40.833225)
2021-06-14T17:00:00.000,subway,405,23 St (6),Manhattan,metrocard,Metrocard - Fair Fare,25.0,3.0,40.739864,-73.9866,POINT (-73.9866 40.739864)
2021-06-14T10:00:00.000,subway,13,"28 St (R,W)",Manhattan,metrocard,Metrocard - Full Fare,46.0,0.0,40.745495,-73.98869,POINT (-73.98869 40.745495)
2021-06-14T15:00:00.000,subway,235,York St (F),Brooklyn,omny,OMNY - Full Fare,93.0,1.0,40.701397,-73.98675,POINT (-73.98675 40.701397)
2021-06-14T20:00:00.000,subway,361,Buhre Av (6),Bronx,metrocard,Metrocard - Unlimited 30-Day,2.0,0.0,40.84681,-73.832565,POINT (-73.832565 40.84681)
2021-06-14T15:00:00.000,subway,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,metrocard,Metrocard - Fair Fare,32.0,0.0,40.725914,-73.99466,POINT (-73.99466 40.725914)
2021-06-14T07:00:00.000,subway,363,Westchester Sq-E Tremont Av (6),Bronx,metrocard,Metrocard - Fair Fare,10.0,1.0,40.839893,-73.84295,POINT (-73.84295 40.839893)
2021-06-14T13:00:00.000,subway,393,116 St (6),Manhattan,metrocard,Metrocard - Unlimited 7-Day,80.0,0.0,40.79863,-73.94162,POINT (-73.94162 40.79863)
2021-06-14T12:00:00.000,subway,420,"219 St (2,5)",Bronx,metrocard,Metrocard - Fair Fare,3.0,0.0,40.883896,-73.86263,POINT (-73.86263 40.883896)
2021-06-14T14:00:00.000,subway,416,Wakefield-241 St (2),Bronx,metrocard,Metrocard - Full Fare,28.0,5.0,40.903126,-73.85062,POINT (-73.85062 40.903126)
2021-06-14T21:00:00.000,subway,424,"Pelham Pkwy (2,5)",Bronx,metrocard,Metrocard - Unlimited 30-Day,10.0,0.0,40.857193,-73.867615,POINT (-73.867615 40.857193)
2021-06-14T18:00:00.000,subway,477,72 St (Q),Manhattan,metrocard,Metrocard - Unlimited 7-Day,141.0,0.0,40.7688,-73.95843,POINT (-73.95843 40.7688)
2021-06-14T07:00:00.000,subway,419,"225 St (2,5)",Bronx,metrocard,Metrocard - Full Fare,101.0,4.0,40.888023,-73.860344,POINT (-73.860344 40.888023)
2021-06-14T09:00:00.000,subway,241,"15 St-Prospect Park (F,G)",Brooklyn,omny,OMNY - Full Fare,40.0,5.0,40.660366,-73.97949,POINT (-73.97949 40.660366)
2021-06-14T01:00:00.000,subway,613,"Lexington Av (N,R,W)/59 St (4,5,6)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,12.0,0.0,40.76266,-73.967255,POINT (-73.967255 40.76266)
2021-06-14T03:00:00.000,subway,5,"36 Av (N,W)",Queens,metrocard,Metrocard - Full Fare,1.0,0.0,40.756805,-73.92957,POINT (-73.92957 40.756805)
2021-06-14T15:00:00.000,subway,604,"161 St-Yankee Stadium (B,D,4)",Bronx,metrocard,Metrocard - Other,28.0,1.0,40.827995,-73.92565,POINT (-73.92565 40.827995)
2021-06-14T11:00:00.000,subway,615,New Utrecht Av (N)/62 St (D),Brooklyn,metrocard,Metrocard - Other,3.0,1.0,40.626472,-73.99635,POINT (-73.99635 40.626472)
2021-06-14T00:00:00.000,subway,414,"Bowling Green (4,5)",Manhattan,omny,OMNY - Full Fare,6.0,0.0,40.70482,-74.01407,POINT (-74.01407 40.70482)
2021-06-14T18:00:00.000,subway,259,"Kew Gardens-Union Tpke (E,F)",Queens,metrocard,Metrocard - Other,22.0,4.0,40.71444,-73.83101,POINT (-73.83101 40.71444)
2021-06-14T07:00:00.000,staten_island_railway,501,St George (SIR),Staten Island,metrocard,Metrocard - Full Fare,276.0,31.0,40.64375,-74.07365,POINT (-74.07365 40.64375)
2021-06-14T04:00:00.000,subway,151,"145 St (A,C,B,D)",Manhattan,omny,OMNY - Full Fare,7.0,0.0,40.824783,-73.944214,POINT (-73.944214 40.824783)
2021-06-14T15:00:00.000,subway,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,409.0,0.0,40.735737,-73.98995,POINT (-73.98995 40.735737)
2021-06-14T15:00:00.000,subway,127,DeKalb Av (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,35.0,0.0,40.70381,-73.91843,POINT (-73.91843 40.70381)
2021-06-14T12:00:00.000,subway,621,"Broadway Junction (A,C,J,L,Z)",Brooklyn,metrocard,Metrocard - Students,4.0,2.0,40.678333,-73.90532,POINT (-73.90532 40.678333)
2021-06-14T19:00:00.000,subway,367,St Lawrence Av (6),Bronx,metrocard,Metrocard - Full Fare,5.0,0.0,40.83151,-73.867615,POINT (-73.867615 40.83151)
2021-06-14T09:00:00.000,subway,417,"Nereid Av (2,5)",Bronx,metrocard,Metrocard - Full Fare,48.0,12.0,40.89838,-73.85438,POINT (-73.85438 40.89838)
2021-06-14T10:00:00.000,subway,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,metrocard,Metrocard - Other,34.0,1.0,40.71411,-74.00858,POINT (-74.00858 40.71411)
2021-06-14T08:00:00.000,subway,396,96 St (6),Manhattan,metrocard,Metrocard - Seniors & Disability,21.0,3.0,40.78567,-73.95107,POINT (-73.95107 40.78567)
2021-06-14T09:00:00.000,subway,392,"125 St (4,5,6)",Manhattan,omny,OMNY - Full Fare,101.0,6.0,40.80414,-73.93759,POINT (-73.93759 40.80414)
2021-06-14T12:00:00.000,subway,614,"59 St-Columbus Circle (A,B,C,D,1)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,116.0,0.0,40.768295,-73.981735,POINT (-73.981735 40.768295)
2021-06-14T10:00:00.000,subway,393,116 St (6),Manhattan,metrocard,Metrocard - Students,8.0,0.0,40.79863,-73.94162,POINT (-73.94162 40.79863)
2021-06-14T21:00:00.000,subway,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",Queens,metrocard,Metrocard - Unlimited 30-Day,132.0,0.0,40.74685,-73.891335,POINT (-73.891335 40.74685)
2021-06-14T02:00:00.000,subway,409,Spring St (6),Manhattan,omny,OMNY - Full Fare,1.0,0.0,40.7223,-73.99714,POINT (-73.99714 40.7223)
2021-06-14T17:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Students,24.0,2.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2021-06-14T09:00:00.000,subway,263,"63 Dr-Rego Park (M,R)",Queens,metrocard,Metrocard - Fair Fare,16.0,0.0,40.729847,-73.8616,POINT (-73.8616 40.729847)
2021-06-14T12:00:00.000,subway,604,"161 St-Yankee Stadium (B,D,4)",Bronx,omny,OMNY - Full Fare,68.0,8.0,40.827995,-73.92565,POINT (-73.92565 40.827995)
2021-06-14T21:00:00.000,subway,150,155 St (C),Manhattan,omny,OMNY - Full Fare,4.0,0.0,40.830517,-73.94151,POINT (-73.94151 40.830517)
2021-06-14T11:00:00.000,subway,394,110 St (6),Manhattan,metrocard,Metrocard - Unlimited 30-Day,29.0,0.0,40.79502,-73.94425,POINT (-73.94425 40.79502)
2021-06-14T09:00:00.000,subway,403,33 St (6),Manhattan,metrocard,Metrocard - Fair Fare,4.0,0.0,40.746082,-73.98208,POINT (-73.98208 40.746082)
2021-06-14T00:00:00.000,subway,41,"7 Av (B,Q)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,3.0,0.0,40.67705,-73.97237,POINT (-73.97237 40.67705)
2021-06-14T10:00:00.000,subway,260,"75 Av (E,F)",Queens,metrocard,Metrocard - Full Fare,44.0,2.0,40.71833,-73.837326,POINT (-73.837326 40.71833)
2021-06-14T13:00:00.000,subway,235,York St (F),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,23.0,0.0,40.701397,-73.98675,POINT (-73.98675 40.701397)
2021-06-14T12:00:00.000,subway,605,"168 St (A,C,1)",Manhattan,metrocard,Metrocard - Seniors & Disability,45.0,2.0,40.840717,-73.93956,POINT (-73.93956 40.840717)
2021-06-14T20:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Unlimited 7-Day,65.0,0.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2021-06-14T09:00:00.000,subway,417,"Nereid Av (2,5)",Bronx,omny,OMNY - Full Fare,4.0,1.0,40.89838,-73.85438,POINT (-73.85438 40.89838)
2021-06-14T07:00:00.000,subway,124,Montrose Av (L),Brooklyn,metrocard,Metrocard - Students,2.0,0.0,40.70774,-73.93985,POINT (-73.93985 40.70774)
2021-06-14T00:00:00.000,subway,404,28 St (6),Manhattan,omny,OMNY - Full Fare,17.0,0.0,40.74307,-73.98426,POINT (-73.98426 40.74307)
2021-06-14T09:00:00.000,subway,265,"Grand Av-Newtown (M,R)",Queens,metrocard,Metrocard - Seniors & Disability,41.0,9.0,40.737015,-73.87722,POINT (-73.87722 40.737015)
2021-06-14T12:00:00.000,subway,4,"Broadway (N,W)",Queens,metrocard,Metrocard - Seniors & Disability,12.0,0.0,40.76182,-73.92551,POINT (-73.92551 40.76182)
2021-06-14T09:00:00.000,subway,610,"Grand Central-42 St (S,4,5,6,7)",Manhattan,metrocard,Metrocard - Fair Fare,21.0,0.0,40.751778,-73.976845,POINT (-73.976845 40.751778)
2021-06-14T11:00:00.000,subway,114,Central Av (M),Brooklyn,omny,OMNY - Full Fare,30.0,1.0,40.697857,-73.9274,POINT (-73.9274 40.697857)
2021-06-14T06:00:00.000,subway,471,34 St-Hudson Yards (7),Manhattan,metrocard,Metrocard - Students,2.0,0.0,40.755882,-74.00191,POINT (-74.00191 40.755882)
2021-06-14T02:00:00.000,subway,125,Morgan Av (L),Brooklyn,metrocard,Metrocard - Other,2.0,0.0,40.706154,-73.93314,POINT (-73.93314 40.706154)
2021-06-14T06:00:00.000,subway,238,"Smith-9 Sts (F,G)",Brooklyn,omny,OMNY - Full Fare,10.0,2.0,40.67358,-73.99596,POINT (-73.99596 40.67358)
2021-06-14T05:00:00.000,subway,241,"15 St-Prospect Park (F,G)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0,40.660366,-73.97949,POINT (-73.97949 40.660366)
2021-06-14T00:00:00.000,subway,242,"Fort Hamilton Pkwy (F,G)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.650784,-73.97578,POINT (-73.97578 40.650784)
2021-06-14T08:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Students,1.0,0.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2021-06-14T05:00:00.000,subway,262,"67 Av (M,R)",Queens,omny,OMNY - Full Fare,15.0,0.0,40.726524,-73.85272,POINT (-73.85272 40.726524)
2021-06-14T22:00:00.000,subway,625,"Delancey St (F)/Essex St (J,M,Z)",Manhattan,metrocard,Metrocard - Other,11.0,0.0,40.718613,-73.987434,POINT (-73.987434 40.718613)
2021-06-14T20:00:00.000,subway,620,"Court St (R)/Borough Hall (2,3,4,5)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,63.0,0.0,40.6941,-73.99,POINT (-73.99 40.6941)
2021-06-14T21:00:00.000,subway,418,"233 St (2,5)",Bronx,metrocard,Metrocard - Other,2.0,0.0,40.893192,-73.857475,POINT (-73.857475 40.893192)
2021-06-14T07:00:00.000,subway,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",Brooklyn,metrocard,Metrocard - Full Fare,545.0,19.0,40.68446,-73.97689,POINT (-73.97689 40.68446)
2021-06-14T20:00:00.000,subway,261,"Forest Hills-71 Av (E,F,M,R)",Queens,omny,OMNY - Full Fare,37.0,3.0,40.72169,-73.84452,POINT (-73.84452 40.72169)
2021-06-14T02:00:00.000,subway,147,175 St (A),Manhattan,metrocard,Metrocard - Unlimited 7-Day,2.0,0.0,40.84739,-73.939705,POINT (-73.939705 40.84739)
2021-06-14T04:00:00.000,subway,242,"Fort Hamilton Pkwy (F,G)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.650784,-73.97578,POINT (-73.97578 40.650784)
2021-06-14T23:00:00.000,subway,626,"Franklin Av (2,3,4,5)/Botanic Garden (S)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,18.0,0.0,40.67068,-73.95813,POINT (-73.95813 40.67068)
2021-06-14T17:00:00.000,subway,237,"Carroll St (F,G)",Brooklyn,metrocard,Metrocard - Full Fare,211.0,1.0,40.6803,-73.99505,POINT (-73.99505 40.6803)
2021-06-14T08:00:00.000,subway,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,omny,OMNY - Full Fare,218.0,3.0,40.725914,-73.99466,POINT (-73.99466 40.725914)
2021-06-14T12:00:00.000,subway,417,"Nereid Av (2,5)",Bronx,metrocard,Metrocard - Fair Fare,3.0,0.0,40.89838,-73.85438,POINT (-73.85438 40.89838)
2021-06-14T05:00:00.000,subway,630,"Myrtle-Wyckoff Avs (L,M)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,53.0,0.0,40.699814,-73.91158,POINT (-73.91158 40.699814)
2021-06-14T06:00:00.000,subway,398,77 St (6),Manhattan,metrocard,Metrocard - Unlimited 30-Day,21.0,0.0,40.77362,-73.95988,POINT (-73.95988 40.77362)
2021-06-14T23:00:00.000,subway,4,"Broadway (N,W)",Queens,metrocard,Metrocard - Other,2.0,0.0,40.76182,-73.92551,POINT (-73.92551 40.76182)
2021-06-14T04:00:00.000,subway,232,2 Av (F),Manhattan,metrocard,Metrocard - Full Fare,3.0,0.0,40.7234,-73.98994,POINT (-73.98994 40.7234)
2021-06-14T17:00:00.000,subway,476,86 St (Q),Manhattan,metrocard,Metrocard - Unlimited 30-Day,171.0,0.0,40.77789,-73.95179,POINT (-73.95179 40.77789)
2021-06-14T14:00:00.000,subway,123,Grand St (L),Brooklyn,omny,OMNY - Full Fare,48.0,3.0,40.711926,-73.94067,POINT (-73.94067 40.711926)
2021-06-14T06:00:00.000,subway,625,"Delancey St (F)/Essex St (J,M,Z)",Manhattan,omny,OMNY - Full Fare,56.0,0.0,40.718613,-73.987434,POINT (-73.987434 40.718613)
2021-06-14T10:00:00.000,subway,61,50 St (D),Brooklyn,metrocard,Metrocard - Other,2.0,0.0,40.63626,-73.99479,POINT (-73.99479 40.63626)
2021-06-14T16:00:00.000,subway,414,"Bowling Green (4,5)",Manhattan,metrocard,Metrocard - Other,179.0,2.0,40.70482,-74.01407,POINT (-74.01407 40.70482)
2021-06-14T08:00:00.000,subway,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,90.0,0.0,40.71411,-74.00858,POINT (-74.00858 40.71411)
2021-06-14T21:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Fair Fare,3.0,0.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2021-06-14T11:00:00.000,subway,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",Brooklyn,metrocard,Metrocard - Seniors & Disability,55.0,8.0,40.68446,-73.97689,POINT (-73.97689 40.68446)
2021-06-14T22:00:00.000,subway,360,Pelham Bay Park (6),Bronx,metrocard,Metrocard - Fair Fare,2.0,0.0,40.852463,-73.82812,POINT (-73.82812 40.852463)
2021-06-14T14:00:00.000,subway,243,"Church Av (F,G)",Brooklyn,metrocard,Metrocard - Seniors & Disability,19.0,5.0,40.64404,-73.979675,POINT (-73.979675 40.64404)
2021-06-14T13:00:00.000,subway,234,East Broadway (F),Manhattan,metrocard,Metrocard - Unlimited 30-Day,49.0,0.0,40.713715,-73.99017,POINT (-73.99017 40.713715)
2021-06-14T17:00:00.000,subway,124,Montrose Av (L),Brooklyn,omny,OMNY - Full Fare,76.0,1.0,40.70774,-73.93985,POINT (-73.93985 40.70774)
2021-06-14T15:00:00.000,subway,50,Avenue M (Q),Brooklyn,omny,OMNY - Full Fare,22.0,1.0,40.61762,-73.9594,POINT (-73.9594 40.61762)
2021-06-14T12:00:00.000,subway,609,"Bryant Pk (B,D,F,M)/5 Av (7)",Manhattan,metrocard,Metrocard - Fair Fare,12.0,0.0,40.754223,-73.981964,POINT (-73.981964 40.754223)
2021-06-14T08:00:00.000,subway,365,Castle Hill Av (6),Bronx,metrocard,Metrocard - Students,15.0,4.0,40.834255,-73.85122,POINT (-73.85122 40.834255)
2021-06-14T09:00:00.000,subway,608,"4 Av (F,G)/9 St (R)",Brooklyn,metrocard,Metrocard - Seniors & Disability,13.0,6.0,40.67085,-73.988304,POINT (-73.988304 40.67085)
2021-06-14T11:00:00.000,subway,236,"Bergen St (F,G)",Brooklyn,metrocard,Metrocard - Seniors & Disability,10.0,1.0,40.686146,-73.99086,POINT (-73.99086 40.686146)
2021-06-14T09:00:00.000,subway,123,Grand St (L),Brooklyn,metrocard,Metrocard - Fair Fare,10.0,2.0,40.711926,-73.94067,POINT (-73.94067 40.711926)
2021-06-14T23:00:00.000,subway,397,"86 St (4,5,6)",Manhattan,metrocard,Metrocard - Fair Fare,14.0,1.0,40.77949,-73.95559,POINT (-73.95559 40.77949)
2021-06-14T05:00:00.000,subway,232,2 Av (F),Manhattan,metrocard,Metrocard - Other,2.0,0.0,40.7234,-73.98994,POINT (-73.98994 40.7234)
2021-06-14T06:00:00.000,subway,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,metrocard,Metrocard - Students,12.0,0.0,40.75731,-73.986755,POINT (-73.986755 40.75731)
2021-06-14T15:00:00.000,subway,630,"Myrtle-Wyckoff Avs (L,M)",Brooklyn,metrocard,Metrocard - Seniors & Disability,23.0,6.0,40.699814,-73.91158,POINT (-73.91158 40.699814)
2021-06-14T13:00:00.000,subway,13,"28 St (R,W)",Manhattan,metrocard,Metrocard - Seniors & Disability,5.0,0.0,40.745495,-73.98869,POINT (-73.98869 40.745495)
